"","Country","Year","KEI_Index","REGQU","RULEL","PRIMARY","SECONDARY","TERTIARY","TELEP3","FIXBI2","INTERN3","PATEN2","STJOU2","TNTBA"
"483","Turkey",2011,NA,0.3703377,0.0747821,101.04973,88.33845,61.11646,207.2055432,103.4112976,43.06571043,0.052922338,0.365188653,85.4
"484","Turkey",2012,5.16,0.4200954,0.0363039,98.67395,85.20537,69.78193,185.8615626,105.5247691,45.13,0.059461015,0.382198617,85.4
"485","Turkey",2013,NA,0.429084,0.0669589,107.27198,100.5609,79.59632,178.8122693,117.3466679,46.25,0.057951637,0.41097765,85.2
"486","Turkey",2014,NA,0.3994922,0.0051234,106.50633,103.01726,87.01869,162.6478367,115.1017619,51.04,0.061871494,0.411183198,84.5
"487","Turkey",2015,NA,0.2708806,-0.113019,103.28537,103.05019,95.43396,146.8358357,121.431139,53.74497914,0.068377403,0.423053242,84.6
"488","Turkey",2016,NA,0.1961425,-0.2086347,101.26324,103.00674,103.74508,139.318589,132.0509577,58.34773401,0.078352533,0.426376124,84.4
"489","Turkey",2017,NA,0.0351406,-0.2501367,NA,NA,NA,140.0512874,147.6859502,64.68461768,NA,NA,79.4
"490","United Arab Emirates",1995,NA,NA,NA,99.8916,80.58157,NA,274.5526417,NA,0.102939175,NA,NA,NA
"491","United Arab Emirates",1996,NA,0.6943053,0.688414,96.97933,NA,NA,287.0743907,NA,0.375393534,NA,NA,77
"492","United Arab Emirates",1997,NA,NA,NA,92.91673,78.19053,NA,309.2914471,NA,3.295592694,NA,NA,77
"493","United Arab Emirates",1998,NA,0.6224758,0.7459976,89.58151,78.35701,NA,322.4722486,NA,6.908302986,NA,NA,76
"494","United Arab Emirates",1999,NA,NA,NA,NA,NA,NA,326.347099,0.122817973,14.94269899,NA,NA,77
"495","United Arab Emirates",2000,6.05,0.7285935,0.6768382,NA,NA,NA,323.3347861,0.625371443,23.62530088,NA,NA,77
"496","United Arab Emirates",2001,NA,NA,NA,NA,NA,NA,316.5724202,2.517714803,26.2717542,NA,NA,77
"497","United Arab Emirates",2002,NA,1.120548,0.726275,NA,NA,NA,311.8282452,4.742201257,28.31648531,NA,NA,77
"498","United Arab Emirates",2003,NA,0.6716169,0.5707978,NA,NA,NA,303.5218171,8.104636856,29.47795341,NA,0.139660475,77
"499","United Arab Emirates",2004,NA,0.8015861,0.4443081,NA,NA,NA,290.5464892,13.73457624,30.13129617,NA,0.131557994,77
"500","United Arab Emirates",2005,NA,0.6541783,0.398343,NA,NA,NA,270.0825974,28.2385084,40,NA,0.152438159,77
"501","United Arab Emirates",2006,NA,0.6254781,0.3199202,NA,NA,NA,249.8426183,45.90204715,52,NA,0.154596538,75
"502","United Arab Emirates",2007,5.78,0.609858,0.2850381,101.53754,NA,NA,229.2368698,62.83848276,61,NA,0.125097885,75
"503","United Arab Emirates",2008,6.66,0.5673463,0.4243076,NA,NA,NA,231.4950166,80.87532879,63,NA,0.13312489,80.4
"504","United Arab Emirates",2009,NA,0.4445139,0.4048463,NA,NA,NA,206.1136182,90.05851905,64,NA,0.133661293,80.8
"505","United Arab Emirates",2010,NA,0.3202247,0.3230195,NA,NA,NA,178.8830283,95.13336503,68,NA,0.148633414,82.8
"506","United Arab Emirates",2011,NA,0.4492406,0.5047757,NA,NA,NA,210.493083,99.9677716,78,0.002997991,0.164635816,82.6
"507","United Arab Emirates",2012,6.94,0.6762518,0.5395103,101.45373,NA,NA,221.0545913,107.2965612,84.9999915,0.002247077,0.18487823,82.6
"508","United Arab Emirates",2013,NA,0.7807333,0.6190236,100.36319,NA,NA,231.6182639,115.6899371,88,0.001998609,0.197151693,82.6
"509","United Arab Emirates",2014,NA,0.9920538,0.6522272,104.89406,NA,NA,231.8450926,120.3592777,90.4,0.003197048,0.200532099,82.5
"510","United Arab Emirates",2015,NA,1.111059,0.6408771,113.54651,NA,NA,246.7305536,134.8488394,90.5,0.001638574,0.247053243,82.4
"511","United Arab Emirates",2016,NA,0.9725956,0.8490637,110.87162,95.80507,NA,246.5916589,139.9826659,90.60000732,NA,0.235274141,82.8
"512","United Arab Emirates",2017,NA,1.012775,0.7976778,NA,NA,NA,246.8937447,NA,94.81992254,NA,NA,83.5
